Timestamp,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
38.402960,-3.987379,0.175944,3.657942,0.000000,-0.704388,0.000000,0.709815
38.453400,-4.088222,0.175944,3.658716,0.000000,-0.704388,0.000000,0.709815
38.506470,-4.194309,0.175944,3.659530,0.000000,-0.704388,0.000000,0.709815
38.554350,-4.290041,0.175944,3.660265,0.000000,-0.704388,0.000000,0.709815
38.605270,-4.391833,0.175944,3.661047,0.000000,-0.704388,0.000000,0.709815
38.658230,-4.497708,0.175944,3.661859,0.000000,-0.704388,0.000000,0.709815
38.705810,-4.592842,0.175944,3.662589,0.000000,-0.704388,0.000000,0.709815
38.756810,-4.694780,0.175944,3.663372,0.000000,-0.704388,0.000000,0.709815
38.811280,-4.803687,0.175944,3.664207,0.000000,-0.704388,0.000000,0.709815
38.858620,-4.898314,0.175944,3.664934,0.000000,-0.704388,0.000000,0.709815
38.909090,-4.999203,0.175944,3.665708,0.000000,-0.704388,0.000000,0.709815
38.963110,-5.107202,0.175944,3.666537,0.000000,-0.704388,0.000000,0.709815
39.010280,-5.201485,0.175944,3.667261,0.000000,-0.704388,0.000000,0.709815
39.060540,-5.301942,0.175944,3.668032,0.000000,-0.704388,0.000000,0.709815
39.113770,-5.408350,0.175944,3.668849,0.000000,-0.704388,0.000000,0.709815
39.161340,-5.503440,0.175944,3.669578,0.000000,-0.704388,0.000000,0.709815
39.212260,-5.605217,0.175944,3.670359,0.000000,-0.704388,0.000000,0.709815
39.265190,-5.711014,0.175944,3.671171,0.000000,-0.704388,0.000000,0.709815
39.312330,-5.805236,0.175944,3.671895,0.000000,-0.704388,0.000000,0.709815
39.363430,-5.907363,0.175944,3.672678,0.000000,-0.704388,0.000000,0.709815
39.416740,-6.013920,0.175944,3.673496,0.000000,-0.704388,0.000000,0.709815
39.464040,-6.108439,0.175944,3.674222,0.000000,-0.704388,0.000000,0.709815
39.514690,-6.209681,0.175944,3.674999,0.000000,-0.704388,0.000000,0.709815
39.568970,-6.318156,0.175944,3.675831,0.000000,-0.704388,0.000000,0.709815
39.616480,-6.413096,0.175944,3.676560,0.000000,-0.704388,0.000000,0.709815
39.666650,-6.513344,0.175944,3.677330,0.000000,-0.704388,0.000000,0.709815
39.720200,-6.620365,0.175944,3.678151,0.000000,-0.704388,0.000000,0.709815
39.766760,-6.713392,0.175944,3.678865,0.000000,-0.704388,0.000000,0.709815
39.817550,-6.814865,0.175944,3.679644,0.000000,-0.704388,0.000000,0.709815
39.870840,-6.921339,0.175944,3.680461,0.000000,-0.704388,0.000000,0.709815
39.918770,-7.017104,0.175944,3.681196,0.000000,-0.704388,0.000000,0.709815
39.970100,-7.119647,0.175944,3.681983,0.000000,-0.704388,0.000000,0.709815
40.023250,-7.225819,0.175944,3.682798,0.000000,-0.704388,0.000000,0.709815
40.071090,-7.321379,0.175944,3.683531,0.000000,-0.704388,0.000000,0.709815
40.121230,-7.421530,0.175944,3.684300,0.000000,-0.704388,0.000000,0.709815
40.174920,-7.528749,0.175944,3.685123,0.000000,-0.704388,0.000000,0.709815
40.222120,-7.623008,0.175944,3.685846,0.000000,-0.704388,0.000000,0.709815
40.272520,-7.723648,0.175944,3.686619,0.000000,-0.704388,0.000000,0.709815
40.326400,-7.831227,0.172373,3.687444,0.000000,-0.704388,0.000000,0.709815
40.373110,-7.924496,0.172373,3.688160,0.000000,-0.704388,0.000000,0.709815
40.423150,-8.024381,0.172373,3.688927,0.000000,-0.704388,0.000000,0.709815
40.476300,-8.130468,0.172373,3.689741,0.000000,-0.704388,0.000000,0.709815
40.523350,-8.224367,0.172373,3.690462,0.000000,-0.704388,0.000000,0.709815
40.573650,-8.324739,0.172373,3.691232,0.000000,-0.704388,0.000000,0.709815
40.627130,-8.431436,0.172373,3.692051,0.000000,-0.704388,0.000000,0.709815
40.674180,-8.525280,0.172373,3.692771,0.000000,-0.704388,0.000000,0.709815
40.725800,-8.628201,0.172373,3.693561,0.000000,-0.704388,0.000000,0.709815
40.779120,-8.734497,0.172373,3.694377,0.000000,-0.704388,0.000000,0.709815
40.826730,-8.829384,0.172373,3.695106,0.000000,-0.704388,0.000000,0.709815
40.876900,-8.929311,0.172373,3.695872,0.000000,-0.704388,0.000000,0.709815
40.930370,-9.035789,0.172373,3.696690,0.000000,-0.704388,0.000000,0.709815
40.978310,-9.131204,0.172373,3.697422,0.000000,-0.704388,0.000000,0.709815
41.028680,-9.231385,0.172373,3.698191,0.000000,-0.704388,0.000000,0.709815
41.081880,-9.337120,0.172373,3.699003,0.000000,-0.704388,0.000000,0.709815
41.128850,-9.430384,0.172373,3.699718,0.000000,-0.704388,0.000000,0.709815
41.179870,-9.531580,0.172373,3.700495,0.000000,-0.704388,0.000000,0.709815
41.233100,-9.637030,0.172373,3.701304,0.000000,-0.704388,0.000000,0.709815
41.280270,-9.730284,0.172373,3.702020,0.000000,-0.704388,0.000000,0.709815
41.330290,-9.828985,0.172373,3.702778,0.000000,-0.704388,0.000000,0.709815
41.383170,-9.933017,0.172373,3.703576,0.000000,-0.704388,0.000000,0.709815
41.431280,-10.027240,0.172373,3.704299,0.000000,-0.704388,0.000000,0.709815
41.481560,-10.125200,0.172373,3.705051,0.000000,-0.704388,0.000000,0.709815
41.535560,-10.229540,0.172373,3.705852,0.000000,-0.704388,0.000000,0.709815
41.582440,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
41.633500,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
41.687340,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
41.734550,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
41.785740,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
41.835970,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
41.891960,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
41.936430,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
41.987320,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.038230,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
